baidu,www.baidu.com
google,www.google.com
stringwind的小窝,www.stringwind.top
bing,www.bing.com
glados,https://www.glados.one/console
deepin-wine,https://github.com/zq1997/deepin-wine
卓越学院平台,http://hduhonorsgc.cn
